section_id,gemini_power,gemini_reason_power,gemini_privacy,gemini_reason_privacy,gemini_safety,gemini_reason_safety,gemini_choice,gemini_reason_choice,gemini_community,gemini_reason_community,gemini_engagement,gemini_reason_engagement,gemini_ip_protection,gemini_reason_ip_protection,gemini_improvement,gemini_reason_improvement,gemini_care,gemini_reason_care,gemini_accountability,gemini_reason_accountability,gemini_B1_authenticity_claims,gemini_reason_B1_authenticity_claims,gemini_B2_religious_sensitivity,gemini_reason_B2_religious_sensitivity,gemini_B3_indigenous_minority,gemini_reason_B3_indigenous_minority,gemini_B4_traditional_craftsmanship,gemini_reason_B4_traditional_craftsmanship,gemini_B5_commercialization_culture,gemini_reason_B5_commercialization_culture,gemini_B6_ai_cultural_content,gemini_reason_B6_ai_cultural_content
S000177,1.0,"Section contains explicit content prohibitions: 'We do not allow', 'Do not post', 'we remove it from our platform'.",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm: 'dangerous challenges', 'injury', 'Hate speech', 'incites violence'.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,Section discusses hate speech rules and lists 'religion' as a protected attribute.,1.0,Section discusses hate speech rules and lists 'ethnicity' (implied by 'race') as a protected attribute.,0.0,,0.0,,0.0,
S000174,1.0,"Section discusses content removal ('Some content may be removed'), content prohibitions ('Promotion of criminal activities'), and platform rules ('illegal or regulated').",0.0,,1.0,"Section describes content prohibitions ('illegal or regulated', 'Promotion of criminal activities', 'harmful behavior') oriented toward preventing harm.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000178,0.0,,0.0,,1.0,The section explicitly states 'feeling safe is essential' and discusses 'keeping deceptive content and accounts off our platform' to prevent harm.,0.0,,1.0,"The section refers to 'helping people feel comfortable with expressing themselves openly and creatively' and mentions 'Our values form the foundation of our Community Guidelines', invoking a collective positive valence.",0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"The section discusses 'authentic interactions' and 'keeping deceptive content... off our platform', which relates to governing the authenticity of content.",0.0,,0.0,,0.0,,0.0,,0.0,
S000181,1.0,"Explicit platform-authority language and content prohibition: 'We do not allow', 'is prohibited'.",0.0,,1.0,"Content prohibitions oriented toward preventing harm (spamming, impersonation, disinformation campaigns).",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000180,1.0,"Explicit platform-authority language: 'We remove content', 'suspend or ban accounts', 'we will go one step further and report the accounts to relevant legal authorities'.",0.0,,1.0,Describes content prohibitions ('violates our Community Guidelines') and protections ('to keep our community safe').,0.0,,1.0,Invokes 'our community' as a valued collective with positive valence ('to keep our community safe').,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000179,0.0,,0.0,,1.0,The section explicitly states 'We are also committed to keeping this community safe.',0.0,,1.0,"The section uses 'global community' and 'this community' with positive valence, emphasizing building and keeping it safe.",1.0,"The mission includes 'inspire creativity and bring joy' and 'users can create and share authentically, discover the world around them, and connect with others across the globe,' which describes mechanisms by which users participate.",0.0,,0.0,,0.0,,0.0,,1.0,"The section states 'users can create and share authentically,' which is a keyword for authenticity claims within a content-governance context (even if aspirational here).",0.0,,0.0,,0.0,,0.0,,0.0,
S000183,1.0,"Explicit platform-authority language: 'We also recognize that some content that would normally be removed per our guidelines could have value to the public. Therefore, we may allow exceptions under certain circumstances' and 'what is and what is not allowed' implies platform rules.",0.0,,1.0,"Discusses 'what is and what is not allowed on the platform' and 'content that would normally be removed per our guidelines', indicating content restrictions to prevent harm.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000182,1.0,"Section contains multiple content prohibitions ('Do not post', 'our policies prohibit activities', 'Do not hack', 'Do not distribute', 'Do not modify', 'Do not use automated scripts') and platform enforcement language ('we can review and take appropriate action').",0.0,,1.0,"Section describes content prohibitions and restrictions oriented toward preventing harm to the platform and users ('Threats to platform security', 'undermine the TikTok service', 'viruses, Trojan horses, worms, logic bombs, or other materials that are malicious or harmful').",0.0,,1.0,"Section invokes 'vibrant global community' and 'safe space for all users' with positive valence, and encourages users to report violations ('working with us to maintain a safe space for all users', 'If you come across content or accounts... please let us know').",0.0,,1.0,"Section explicitly prohibits content that 'violates or infringes someone else's copyrights, trademarks, or other intellectual property rights'.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000187,1.0,"Explicit platform-authority language and content prohibition: 'We do not allow', 'is prohibited'.",0.0,,1.0,"Content prohibitions oriented toward preventing harm (spamming, impersonation, disinformation campaigns).",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000184,1.0,"Section contains explicit content prohibitions: 'Do not post:', 'We do not allow sexually explicit or gratifying content'.",1.0,"Section discusses revealing 'personally identifiable information' like residential address, private email, phone number, bank statement, social security number, or passport number.",1.0,"Section describes content prohibitions ('Do not post', 'We do not allow') oriented toward preventing harm, including revealing PII, threats of sexual imagery, and sexually explicit content that can cause harm to users.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"The section states 'overtly sexual content can be offensive within certain cultures', which discusses content rules/governance in relation to 'cultures'.",0.0,,0.0,,0.0,
S000186,0.0,,0.0,,1.0,The section explicitly states 'We are also committed to keeping this community safe.',0.0,,1.0,"The section uses 'global community' and 'this community' with positive valence, emphasizing building and keeping it safe.",1.0,"The mission includes 'inspire creativity and bring joy' and 'users can create and share authentically, discover the world around them, and connect with others across the globe,' which describes mechanisms by which users participate.",0.0,,0.0,,0.0,,0.0,,1.0,"The section states 'users can create and share authentically,' which is a keyword for authenticity claims within a content-governance context (even if aspirational here).",0.0,,0.0,,0.0,,0.0,,0.0,
S000188,1.0,"Section contains explicit content prohibitions: 'We remove all expressions of abuse', 'Do not post', 'we do not allow it on TikTok'.",1.0,Section explicitly discusses 'Infringement of others' privacy' and 'Revealing or threatening to reveal personally identifiable information'.,1.0,"Section describes content prohibitions oriented toward preventing harm: 'Abusive behavior', 'violent threats', 'sexual harassment', 'disparaging statements', 'wishes death, serious disease, physical, or other harm', 'incites violence', 'real-world harm'.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000190,1.0,"Section contains explicit content prohibitions: 'We do not allow content that promotes self-harm or suicide', 'We remove content that displays suicide, suicidal tendencies, or content that might encourage participation in similar actions.'",0.0,,1.0,Section describes content prohibitions and protections oriented toward preventing harm related to self-harm and suicide. Co-coded with power due to prohibition.,0.0,,0.0,,1.0,Section describes mechanisms by which users participate: 'we do allow our users to share their experiences in order to raise awareness about these issues.',0.0,,0.0,,1.0,Section directs users to support resources for distress: 'immediately contact legal authorities or a suicide prevention hotline.',0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000191,1.0,"Section contains multiple content prohibitions ('We also prohibit', 'Do not:', 'We do not allow users to impersonate', 'we remove the violating accounts').",0.0,,1.0,"Section describes content prohibitions aimed at preventing harm from manipulation and impersonation ('manipulate platform mechanisms', 'artificially increase views', 'selling or buying views', 'fraudulent pretenses', 'inauthentic activity', 'deceive the public').",0.0,,0.0,,1.0,"Section discusses mechanisms by which users participate (views, likes, followers, shares, comments) in the context of prohibiting artificial manipulation.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000176,1.0,"Section contains explicit platform-authority language ('We also suspend or ban accounts', 'We define hate speech as content that does or intends to attack', 'We also do not allow content', 'Do not post') and content prohibitions.",0.0,,1.0,"Section describes content prohibitions ('We do not allow content', 'Do not post') oriented toward preventing harm (hate speech, violence, dehumanization) based on protected attributes.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,Section discusses content rules and lists 'Religion' as a protected attribute against hate speech.,1.0,Section discusses content rules and lists 'Ethnicity' as a protected attribute against hate speech. Also mentions 'ethnic minority' in the definition of slurs.,0.0,,0.0,,0.0,
S000192,1.0,"Section contains explicit content prohibitions: 'We also remove content distributed by disinformation campaigns. Do not post:', 'We do not allow users to publish or distribute content that infringes someone else's intellectual property rights.'",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm: 'Misinformation meant to incite fear, hate, or prejudice', 'Misinformation that may cause harm to an individual's health', 'Hoaxes, phishing attempts, or manipulated content meant to cause harm', 'Content that misleads community members about elections or other civic processes'.",0.0,,1.0,Section refers to 'community members' in a positive valence context ('Content that misleads community members about elections or other civic processes').,1.0,"Section encourages users to 'create and share original content', which describes a mechanism by which users participate.",1.0,Section explicitly discusses 'Intellectual property' and prohibits content that 'infringes someone else's intellectual property rights'.,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000194,1.0,"Contains explicit content prohibitions: 'Do not post', 'We do not permit misinformation', 'we remove misinformation'.",0.0,,1.0,"Describes content prohibitions oriented toward preventing harm: 'Do not post: As another person or organization...', 'misinformation that could cause harm to our community or the larger public', 'harm to an individual's health or wider public safety'.",0.0,,1.0,Refers to 'our community' and 'the larger public' as valued collectives to be protected from harm.,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000193,0.0,,0.0,,1.0,The section explicitly states 'We are also committed to keeping this community safe.',0.0,,1.0,"The section uses 'global community' and discusses users connecting with 'others across the globe', indicating a valued collective.",1.0,"The section states 'users can create and share authentically, discover the world around them, and connect with others across the globe', describing mechanisms by which users participate.",0.0,,0.0,,0.0,,0.0,,1.0,"The section states 'users can create and share authentically', which is a keyword for authenticity claims within a content-governance context (even if aspirational here).",0.0,,0.0,,0.0,,0.0,,0.0,
S000195,1.0,"Section contains explicit platform-authority language ('We also suspend or ban accounts', 'We define hate speech as content that does or intends to attack', 'We also do not allow content', 'Do not post') and content prohibitions.",0.0,,1.0,"Section describes content prohibitions ('We do not allow content', 'Do not post') oriented toward preventing harm (hate speech, violence, dehumanization) based on protected attributes.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,The section lists 'Religion' as a protected attribute within the context of hate speech rules and content prohibitions.,1.0,"The section lists 'Ethnicity' as a protected attribute within the context of hate speech rules and content prohibitions, and defines slurs as derogatory terms disparaging ethnicity or race.",0.0,,0.0,,0.0,
S000189,0.0,,0.0,,1.0,The section explicitly states 'feeling safe is essential' and discusses 'keeping deceptive content and accounts off our platform' to prevent harm.,0.0,,1.0,"The section refers to 'helping people feel comfortable with expressing themselves openly and creatively' and mentions 'Our values form the foundation of our Community Guidelines', invoking a collective positive valence.",0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"The section discusses 'authentic interactions' and 'keeping deceptive content... off our platform', which relates to governing the authenticity of content.",0.0,,0.0,,0.0,,0.0,,0.0,
S000196,1.0,"Section contains explicit content prohibitions: 'we remove content that promotes criminal activities', 'Do not post', 'we generally do not allow', 'We also prohibit instructions'.",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm: 'promotes criminal activities', 'acts of physical harm', 'risks the safety of others', 'human exploitation or wildlife trafficking', 'unlawfully acquired goods', 'Sale or use of weapons', 'depiction, trade, or promotion of firearms, ammunition, firearm accessories, or explosive weapons'.",0.0,,1.0,Section invokes 'our community' as a valued collective with positive valence ('To protect our community').,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000197,1.0,Section contains explicit content prohibition 'Do not post' and 'we do not want to contribute' indicating platform authority.,0.0,,1.0,"Section describes content prohibitions ('Do not post: Content that invokes non-consensual slurs', 'Hateful ideology') oriented toward preventing harm and maintaining public order.",0.0,,1.0,Section invokes 'inclusive and supportive community' as a valued collective.,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000198,1.0,"Explicit platform-authority language and content prohibition: 'We do not allow', 'is prohibited'.",0.0,,1.0,"Content prohibitions oriented toward preventing harm (spamming, impersonation, disinformation campaigns).",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000199,0.0,,0.0,,1.0,"The guidelines allow the community to help maintain a 'safe shared space', indicating a focus on preventing harm.",0.0,,1.0,"Refers to 'our community' and 'community to help maintain a safe shared space', invoking users as a valued collective.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000204,1.0,Section contains explicit content prohibition 'Do not post' and 'we do not want to contribute' indicating platform authority.,0.0,,1.0,Section describes content prohibitions ('Do not post: Content that invokes non-consensual slurs') oriented toward preventing harm and promoting an 'inclusive and supportive community'.,0.0,,1.0,Section invokes 'inclusive and supportive community' as a valued collective.,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000185,1.0,"Section contains explicit platform-authority language ('We do not allow', 'we handle the issue by banning the account and cooperating with relevant legal authorities') and content prohibitions.",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm ('promote terrorism, crime, or other types of behavior that could cause harm', 'credible threat to public safety').",0.0,,1.0,"Section invokes 'community' as a valued collective with positive valence ('evolve with community behavior', 'keep TikTok a safe place for creativity and joy').",0.0,,0.0,,1.0,"Section describes platform enhancing/evolving features ('We update our Community Guidelines from time to time to evolve with community behavior, mitigate emerging risks').",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000201,1.0,"Section discusses content removal and promotion of criminal activities, asserting platform authority over content.",0.0,,1.0,"Section discusses content removal for illegal/regulated activities and promotion of criminal activities, preventing harm.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000202,1.0,"The section discusses content allowances and prohibitions ('We do allow exceptions', 'Sexual exploitation is...').",0.0,,1.0,The section discusses exceptions to nudity/sexually explicit content rules and defines 'sexual exploitation' to prevent harm.,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000207,0.0,,0.0,,1.0,The section explicitly states 'We are also committed to keeping this community safe.',0.0,,1.0,"The section uses 'global community' and discusses users connecting with 'others across the globe', indicating a valued collective.",1.0,"The section states 'users can create and share authentically, discover the world around them, and connect with others across the globe', describing mechanisms by which users participate.",0.0,,0.0,,0.0,,0.0,,1.0,"The section states 'users can create and share authentically', which is a keyword for authenticity claims within a content-governance context (even if aspirational here).",0.0,,0.0,,0.0,,0.0,,0.0,
S000205,1.0,"Section contains explicit content prohibitions: 'Do not post', 'Content that shows...'",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm, specifically sexual exploitation and nudity involving minors, and underage delinquent behavior.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000209,1.0,"Explicit platform-authority language: 'We remove content', 'suspend or ban accounts', 'we will go one step further and report the accounts to relevant legal authorities'.",0.0,,1.0,Describes content prohibitions ('violates our Community Guidelines') and protections ('to keep our community safe').,0.0,,1.0,Invokes 'our community' as a valued collective with positive valence ('to keep our community safe').,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000203,1.0,"Section contains multiple content prohibitions ('We also prohibit', 'Do not:', 'We do not allow users to impersonate', 'we remove the violating accounts').",0.0,,1.0,"Section describes content prohibitions aimed at preventing harm from manipulation and impersonation ('manipulate platform mechanisms', 'artificially increase views', 'selling or buying views', 'fraudulent pretenses', 'inauthentic activity', 'deceive the public').",0.0,,0.0,,1.0,"Section discusses mechanisms by which users participate (views, likes, followers, shares, comments) in the context of prohibiting artificial manipulation.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000210,1.0,"Section contains explicit platform-authority language ('We may give exceptions', 'Do not post', 'we do not allow content', 'We do not permit anyone to exploit our platform') and content prohibitions.",0.0,,1.0,"Section describes content prohibitions and restrictions oriented toward preventing harm related to weapons, drugs, and fraud/scams. Co-coded with power due to prohibitions.",0.0,,1.0,Section invokes 'our community' as a valued collective with positive valence ('To protect our community').,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000206,1.0,"Section contains explicit content prohibitions: 'we remove content that promotes criminal activities', 'Do not post', 'we generally do not allow', 'We also prohibit instructions'.",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm: 'promotes criminal activities', 'acts of physical harm', 'risks the safety of others', 'human exploitation or wildlife trafficking', 'unlawfully acquired goods', 'Sale or use of weapons', 'depiction, trade, or promotion of firearms, ammunition, firearm accessories, or explosive weapons'.",0.0,,1.0,Section invokes 'our community' as a valued collective with positive valence ('To protect our community').,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000214,0.0,,0.0,,1.0,The section explicitly states 'We are also committed to keeping this community safe.',0.0,,1.0,"The section uses 'global community' and discusses users connecting with 'others across the globe', indicating a valued collective.",1.0,"The section states 'users can create and share authentically, discover the world around them, and connect with others across the globe', describing mechanisms by which users participate.",0.0,,0.0,,0.0,,0.0,,1.0,"The section states 'users can create and share authentically', which is a keyword for authenticity claims within a content-governance context (even if aspirational here).",0.0,,0.0,,0.0,,0.0,,0.0,
S000213,1.0,"Section contains explicit platform-authority language ('We remove content', 'not allowed', 'Do not post') and content prohibitions.",0.0,,1.0,"Section describes content prohibitions and restrictions oriented toward preventing physical and health harm ('self-inflicted injury', 'health issues', 'self-harm', 'dangerous behavior').",0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"Section includes an exception for 'Content that provides support, resources, or coping mechanisms for those suffering from eating disorders or participating in self-harm', directing users to support resources for distress and vulnerability.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000211,1.0,"Section contains explicit content prohibitions: 'We prohibit any form of content that praises, glorifies, or promotes suicide', 'Do not post', 'we do not allow imagery that depicts such behavior'.",0.0,,1.0,Section describes content prohibitions oriented toward preventing harm related to suicide and self-harm. Co-coded with power as per v3 rule.,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"Section mentions 'Exceptions: Content that provides support, resources, or coping mechanisms for those going through suicidal ideation', directing users to support resources for distress.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000212,1.0,"Section contains explicit platform-authority language ('We do not allow', 'we handle the issue by banning the account and cooperating with relevant legal authorities') and content prohibitions.",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm ('promote terrorism, crime, or other types of behavior that could cause harm', 'credible threat to public safety'). Co-coded with power due to content prohibition.",0.0,,1.0,"Section invokes 'community' as a valued collective ('evolve with community behavior', 'keep TikTok a safe place for creativity and joy').",0.0,,0.0,,1.0,"Section describes platform enhancing/evolving features ('We update our Community Guidelines from time to time to evolve with community behavior, mitigate emerging risks').",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000219,1.0,"Section contains explicit content prohibitions: 'Do not post:', 'We do not permit misinformation', 'we remove misinformation'.",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm: 'Do not post: As another person or organization...', 'misinformation that could cause harm to our community or the larger public', 'harm to an individual's health or wider public safety'.",0.0,,1.0,Section invokes 'our community' as a valued collective with positive valence in the context of preventing harm.,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000215,0.0,,0.0,,1.0,"The guidelines allow the community to 'help maintain a safe shared space', indicating a focus on preventing harm.",0.0,,1.0,"Explicitly mentions 'Our Community Guidelines', 'our community', and 'inclusive platform built upon the foundation of creative expression', invoking a valued collective.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000220,1.0,"Section contains explicit content prohibitions: 'we remove content that promotes criminal activities', 'Do not post', 'we generally do not allow', 'We also prohibit instructions'.",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm: 'promotes criminal activities', 'acts of physical harm', 'risks the safety of others', 'human exploitation or wildlife trafficking', 'unlawfully acquired goods', 'Sale or use of weapons', 'depiction, trade, or promotion of firearms, ammunition, firearm accessories, or explosive weapons'.",0.0,,1.0,Section invokes 'our community' as a valued collective with positive valence ('To protect our community').,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000216,1.0,"Section contains explicit content prohibitions: 'We also remove content distributed by disinformation campaigns. Do not post:', 'We do not allow users to publish or distribute content that infringes someone else's intellectual property rights.'",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm: 'Misinformation meant to incite fear, hate, or prejudice', 'Misinformation that may cause harm to an individual's health', 'Hoaxes, phishing attempts, or manipulated content meant to cause harm', 'Content that misleads community members about elections or other civic processes'.",0.0,,1.0,Section refers to 'community members' in the context of preventing harm from misleading content.,1.0,"Section encourages users to 'create and share original content', which describes a mechanism by which users participate.",1.0,Section explicitly discusses 'Intellectual property' and states 'We do not allow users to publish or distribute content that infringes someone else's intellectual property rights.',0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000217,1.0,"The section contains explicit platform-authority language ('We also do not allow content depicting minors...', 'we remove their accounts', 'may direct them') and content prohibitions.",0.0,,1.0,The section describes content prohibitions ('We also do not allow content depicting minors engaged in delinquent behavior') and restrictions ('Users must meet minimum age requirements') oriented toward preventing harm to minors.,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000224,1.0,"Section contains explicit content prohibitions: 'Do not post:', 'We do not permit misinformation', 'we remove misinformation'.",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm: 'Do not post: As another person or organization...', 'misinformation that could cause harm to our community or the larger public', 'harm to an individual's health or wider public safety'.",0.0,,1.0,Section invokes 'our community' as a valued collective with positive valence in the context of preventing harm.,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000218,1.0,"Section contains multiple content prohibitions ('We also prohibit', 'Do not:', 'We do not allow users to impersonate', 'we remove the violating accounts').",0.0,,1.0,"Section describes content prohibitions aimed at preventing harm from manipulation and impersonation ('manipulate platform mechanisms', 'artificially increase views', 'selling or buying views', 'fraudulent pretenses', 'inauthentic activity', 'deceive the public').",0.0,,0.0,,1.0,"Section discusses mechanisms by which users participate (views, likes, followers, shares, comments) in the context of prohibiting artificial manipulation.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000225,1.0,"Explicit platform-authority language: 'We remove content', 'suspend or ban accounts', 'we will go one step further and report the accounts to relevant legal authorities'.",0.0,,1.0,Describes content prohibitions ('violates our Community Guidelines') and affirmative protections ('to keep our community safe').,0.0,,1.0,"Invokes 'our community' as a valued collective with positive valence ('to keep our community safe', 'Our Community Guidelines apply to everyone').",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000226,1.0,"Explicit platform-authority language and content prohibition: 'We do not allow', 'is prohibited'.",0.0,,1.0,"Content prohibitions oriented toward preventing harm (spamming, impersonation, disinformation).",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000227,1.0,"Section contains explicit content prohibitions: 'Do not post:', 'We do not allow sexually explicit or gratifying content'.",1.0,"Section discusses revealing 'personally identifiable information' like residential address, private email, phone number, bank statement, social security number, or passport number.",1.0,"Section describes content prohibitions ('Do not post', 'We do not allow') oriented toward preventing harm, including revealing PII, threats of sexual imagery, and sexually explicit content that can cause harm to users.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"The section states 'overtly sexual content can be offensive within certain cultures', which discusses content rules/governance in relation to 'cultures'.",0.0,,0.0,,0.0,
S000222,1.0,"Section contains explicit platform-authority language ('we ban the account', 'Do not post', 'We do not promote', 'We also do not permit') and content prohibitions.",0.0,,1.0,"Section describes content prohibitions and restrictions oriented toward preventing harm ('risk of violence or threat to public safety', 'Violent and graphic content', 'Suicide, self-harm, and dangerous acts').",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"The section mentions 'traditional martial arts' as an exception to violent content prohibitions, linking 'traditional' to content rules.",0.0,,0.0,
S000228,0.0,,0.0,,1.0,The section explicitly states 'We are also committed to keeping this community safe.',0.0,,1.0,"The section uses 'global community' and 'this community' with positive valence, emphasizing building and keeping it safe.",1.0,"The mission includes 'inspire creativity and bring joy' and 'users can create and share authentically, discover the world around them, and connect with others across the globe,' which describes mechanisms by which users participate.",0.0,,0.0,,0.0,,0.0,,1.0,"The section states 'users can create and share authentically,' which is a keyword for authenticity claims within a content-governance context (even if aspirational here).",0.0,,0.0,,0.0,,0.0,,0.0,
S000230,1.0,"Section contains multiple content prohibitions: 'Do not post', 'We do not allow content that imposes sexuality on or sexually objectifies minors'.",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm to minors (physical/psychological abuse, grooming, sexualization).",0.0,,1.0,"Mentions 'our community members' in the context of trust, indicating a valued collective.",0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"Section heading 'Integrity and authenticity' discusses content intended to deceive or mislead, which relates to authenticity claims within a governance context.",0.0,,0.0,,0.0,,0.0,,0.0,
S000232,1.0,"Section contains explicit platform-authority language ('We also suspend or ban accounts', 'We define hate speech as content that does or intends to attack', 'We also do not allow content', 'Do not post') and content prohibitions.",0.0,,1.0,"Section describes content prohibitions ('We do not allow content', 'Do not post') oriented toward preventing harm (hate speech, violence, dehumanization) based on protected attributes.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,The section lists 'Religion' as a protected attribute within the context of hate speech rules and content prohibitions.,1.0,"The section lists 'Ethnicity' as a protected attribute within the context of hate speech rules and content prohibitions, and defines slurs as derogatory terms disparaging ethnicity or race.",0.0,,0.0,,0.0,
S000234,1.0,"Section contains explicit content prohibitions: 'Do not post', 'We prohibit the trade, sale, promotion, and use'.",0.0,,1.0,Section describes content prohibitions and restrictions oriented toward preventing harm from dangerous individuals/organizations and illegal activities.,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"The section defines terrorist organizations as pursuing 'religious' objectives, linking religion to content governance.",1.0,"The section defines terrorist organizations as pursuing 'ethnic' objectives, linking ethnicity to content governance.",0.0,,0.0,,0.0,
S000229,1.0,"Section contains explicit content prohibitions: 'We remove all expressions of abuse', 'Do not post', 'we do not allow it on TikTok'.",1.0,Section explicitly discusses 'Infringement of others' privacy' and 'Revealing or threatening to reveal personally identifiable information'.,1.0,"Section describes content prohibitions oriented toward preventing harm: 'Abusive behavior', 'violent threats', 'sexual harassment', 'disparaging statements', 'wishes death, serious disease, physical, or other harm', 'incites violence', 'real-world harm'.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
