timestamp,original,statuscode,digest,length,mimetype,category,note,query_url,datetime,year_month,year
20200201013134,https://www.tiktok.com/community-guidelines,200,QEQZ3KDK3HVUBHVHM5HBECPEQ5DWV2L3,57842,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-02-01 01:31:34,2020-02,2020
20200203235056,https://www.tiktok.com/community-guidelines,200,3EAPUK3AIJGXMDNYCMEJPVCT4M3CH4CT,58157,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-02-03 23:50:56,2020-02,2020
20200211044041,https://www.tiktok.com/community-guidelines,200,LDYOADL7N4CU4URKKZNO3P5R344XDYBX,58181,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-02-11 04:40:41,2020-02,2020
20200220105126,https://www.tiktok.com/community-guidelines,200,TRO2MMRGVXFCTIFNYWL6MCNMXIB3ZEQ6,59359,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-02-20 10:51:26,2020-02,2020
20200229084125,https://www.tiktok.com/community-guidelines,200,D66ZKUM7AMMMCQZ74GMFONR6R2VKAEVL,59380,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-02-29 08:41:25,2020-02,2020
20200301100359,https://www.tiktok.com/community-guidelines,200,PLMS6HK2R3WI22MP6WH2YBXFLIMNGNOF,59380,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-03-01 10:03:59,2020-03,2020
20200305053501,https://www.tiktok.com/community-guidelines,200,5NCHIY6YRE6URUNQPLT3N6KSA7X422AK,59394,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-03-05 05:35:01,2020-03,2020
20200307192028,https://www.tiktok.com/community-guidelines,200,5KBK7O26EQHDCRNFJPLRL3P3TQ26MI2B,59540,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-03-07 19:20:28,2020-03,2020
20200316101450,https://www.tiktok.com/community-guidelines,200,X5TNRXGEP6EGS2FHFNMPAFLFX3AEPFXA,59834,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-03-16 10:14:50,2020-03,2020
20200326045922,https://www.tiktok.com/community-guidelines,200,KQRLTSEPCOF5SYSP5DRLI7MONZUK4MXM,59943,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-03-26 04:59:22,2020-03,2020
20200402060242,https://www.tiktok.com/community-guidelines,200,WQPFFYV2Z5P3E6RJFJ7HK6SR7IHNLL2W,59974,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-04-02 06:02:42,2020-04,2020
20200418094620,https://www.tiktok.com/community-guidelines,200,4F352GBYUATWNOKWBLVAOWEYG7ABJXRG,60762,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-04-18 09:46:20,2020-04,2020
20200424040521,https://www.tiktok.com/community-guidelines,200,IRWZ2XXJU6EG26O6FD6MNDKYAOGTVS4E,60815,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-04-24 04:05:21,2020-04,2020
20200425132858,https://www.tiktok.com/community-guidelines,200,4LWGGX34VEO36ZAFKRZR7W5O6QYCC5R4,62842,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-04-25 13:28:58,2020-04,2020
20200429052121,https://www.tiktok.com/community-guidelines,200,EWUCHM7IYHCE4TQKE6OTL4MBF27CVDYF,61179,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-04-29 05:21:21,2020-04,2020
20200501071910,https://www.tiktok.com/community-guidelines,200,GICCSACVXLAGCSAO552YR4P2RB6ZRZRL,61296,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-05-01 07:19:10,2020-05,2020
20200508112004,https://www.tiktok.com/community-guidelines,200,3HXRFDWIMG7IDJTMRD2RWEHDPXDPVIIA,61434,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-05-08 11:20:04,2020-05,2020
20200513170307,https://www.tiktok.com/community-guidelines,200,4DCGUDN3FINCDBFHZYFA46X5IQECTGXN,61466,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-05-13 17:03:07,2020-05,2020
20200523055246,https://www.tiktok.com/community-guidelines,200,CNVUIRLLNGT3JQRAA3OTMSJIGSE3ILHP,61480,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-05-23 05:52:46,2020-05,2020
20200531133905,https://www.tiktok.com/community-guidelines,200,QDGFL5OGBCRINUCSGVD27RTRSOV7JRVD,61470,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-05-31 13:39:05,2020-05,2020
20200601141626,https://www.tiktok.com/community-guidelines,200,BMGHFOPRPMCYB36SGNWWNSV5JRCR25U3,61478,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-06-01 14:16:26,2020-06,2020
20200612035156,https://www.tiktok.com/community-guidelines,200,PJAJ4VKHWJ5QHJ44I45RFSRX52LY3KRF,61530,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-06-12 03:51:56,2020-06,2020
20200620064013,https://www.tiktok.com/community-guidelines,200,VBBV32V4UGA2NLONMFTRG2R5XMYOU2EA,64903,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-06-20 06:40:13,2020-06,2020
20200627105345,https://www.tiktok.com/community-guidelines,200,NRNQO2EP2D7HX47VHOWLX5QXZ2WSLSRX,65081,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-06-27 10:53:45,2020-06,2020
20200630204835,https://www.tiktok.com/community-guidelines,200,YCYONCV4MQH66UY2LGKRWJJRUKQO4BQK,66063,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-06-30 20:48:35,2020-06,2020
20200701021651,https://www.tiktok.com/community-guidelines,200,R3O2CVQCMIEBV5IXZESUKPHJNIX23HXN,66166,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-07-01 02:16:51,2020-07,2020
20200702141303,https://www.tiktok.com/community-guidelines,200,VGQ56TPES3IYO3YVPULDRSVAFRD6XL56,66044,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-07-02 14:13:03,2020-07,2020
20200709005326,https://www.tiktok.com/community-guidelines,200,IM6UERCEOTIJ6JG45IDRIV6I6COPNWJF,67788,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-07-09 00:53:26,2020-07,2020
20200720185237,https://www.tiktok.com/community-guidelines,200,V7ATA6644NCESMQURRILMBZXA2JNW7RK,69493,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-07-20 18:52:37,2020-07,2020
20200730165024,https://www.tiktok.com/community-guidelines,200,32T27RRWAAML3BKV7JC2VVQ5LD7LVWBB,71591,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-07-30 16:50:24,2020-07,2020
20200801014447,https://www.tiktok.com/community-guidelines,200,UDIGJIMNVXKWEMYYSRQPBLXQHR2BF7FF,71824,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-08-01 01:44:47,2020-08,2020
20200805235149,https://www.tiktok.com/community-guidelines,200,LIEAMNHW464PHNV4IAUQZHZSKYXMZEOL,72492,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-08-05 23:51:49,2020-08,2020
20200813081540,https://www.tiktok.com/community-guidelines,200,OWWTYWIKGA3YRRJ24ZBRJKU3O3VW7KD7,72210,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-08-13 08:15:40,2020-08,2020
20200817192619,https://www.tiktok.com/community-guidelines,200,IXUNBOUKQZFDSQRILAI6KNIG2JVWONII,72324,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-08-17 19:26:19,2020-08,2020
20200830190741,https://www.tiktok.com/community-guidelines,200,ZEIDGZEAYTBQZKV42DWUBUXAFFPRPUW5,72435,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-08-30 19:07:41,2020-08,2020
20200902073449,https://www.tiktok.com/community-guidelines,200,AGJVAPEZ3TX2ACKMJZCZ7NW3OGILBHSR,73022,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-09-02 07:34:49,2020-09,2020
20200904130047,https://www.tiktok.com/community-guidelines,200,AF6PSFJVJTBLQKH4G5VAQTNJRL6H4Y7U,73176,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-09-04 13:00:47,2020-09,2020
20200917000341,https://www.tiktok.com/community-guidelines,200,AYMFBQ4673KIVDQ4OQ7JV73FPSFU446R,74273,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-09-17 00:03:41,2020-09,2020
20200922035632,https://www.tiktok.com/community-guidelines,200,GCSWMTWBOM6YLYPELSWWC2WSMP7C2RG6,74425,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-09-22 03:56:32,2020-09,2020
20200930222503,https://www.tiktok.com/community-guidelines,200,6MMGMCM4AYIM45V6RQONDKYD43HKR54R,74551,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-09-30 22:25:03,2020-09,2020
20201001111231,https://www.tiktok.com/community-guidelines,200,4ZVM6ZTFSEHM7QQ5PIFXQXJYH54B3FUA,74581,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-10-01 11:12:31,2020-10,2020
20201007140654,https://www.tiktok.com/community-guidelines,200,C4BSECBA45FX5T67WZK4J2VSWWSA5WMQ,75586,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-10-07 14:06:54,2020-10,2020
20201010020140,https://www.tiktok.com/community-guidelines,200,AY6ONL2NFZBESYTAM37N2N4ZWQVCACR2,77775,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-10-10 02:01:40,2020-10,2020
20201022080559,https://www.tiktok.com/community-guidelines,200,M6JOSLK3CQQ4I2FMD2H5YQ73W6V33HT5,77887,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-10-22 08:05:59,2020-10,2020
20201027233938,https://www.tiktok.com/community-guidelines,200,6ZCEVKZJGXJOR5V4QD6GLVLKH35WSU5P,77902,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-10-27 23:39:38,2020-10,2020
20201107014818,https://www.tiktok.com/community-guidelines,200,QJ2QLX3YRXBVNY73SHDZPQFH5RVYVGGB,78136,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-11-07 01:48:18,2020-11,2020
20201110200922,https://www.tiktok.com/community-guidelines,200,DUMNYA3F3UWRJLIFXNEGM5VW2LPL7QA2,78205,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-11-10 20:09:22,2020-11,2020
20201118060403,https://www.tiktok.com/community-guidelines,200,5AKP4T5N6M4JZNEJHGREIG3YJHNHCCSH,65016,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-11-18 06:04:03,2020-11,2020
20201121181158,https://www.tiktok.com/community-guidelines,200,4FVDDHFC2PY5MYAPMDWF2GUMNCNA4MTR,80505,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-11-21 18:11:58,2020-11,2020
20201123170917,https://www.tiktok.com/community-guidelines,200,KAVEQDI7OF3DHQWG2ZOYWOQT7P5VCIGJ,80484,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-11-23 17:09:17,2020-11,2020
20201203052808,https://www.tiktok.com/community-guidelines,200,W3CNJOBFHSCSXCQQEXTMZGGL2EGHEKMK,80546,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-12-03 05:28:08,2020-12,2020
20201213235816,https://www.tiktok.com/community-guidelines,200,2VFAXASULKXXCK4YW3QYYOS6W4WZDOHA,80869,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-12-13 23:58:16,2020-12,2020
20201215215419,https://www.tiktok.com/community-guidelines,200,NHGTEUINI65PJKAN6NMPKVDJTAMO4HVD,90153,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-12-15 21:54:19,2020-12,2020
20201224071653,https://www.tiktok.com/community-guidelines,200,OTYYTQJID2ONMRSBROE2YSIA22GXPZQ7,91859,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-12-24 07:16:53,2020-12,2020
20201230235300,https://www.tiktok.com/community-guidelines,200,HHFHDE45VKTA6ZSRMJGTYBCIWZZVSOI4,91162,text/html,CG,主站根页面,tiktok.com/community-guidelines,2020-12-30 23:53:00,2020-12,2020
20210103060127,https://www.tiktok.com/community-guidelines,200,DUQHJIV3IHHUNNWZCZ5DHU2WNWLSOPRD,91169,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-01-03 06:01:27,2021-01,2021
20210123175251,https://www.tiktok.com/community-guidelines,200,IT7VCWEWEUOVSA6J7F3BCOFRVR2JMP4J,90849,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-01-23 17:52:51,2021-01,2021
20210128005845,https://www.tiktok.com/community-guidelines,200,LOUCDCHGRHEHYIGSIBBLRDE4KRDBMCJH,91498,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-01-28 00:58:45,2021-01,2021
20210128073228,https://www.tiktok.com/community-guidelines,200,I4GPBVJELA23SN2FQ674YJLP75W6CQRE,91654,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-01-28 07:32:28,2021-01,2021
20210130225829,https://www.tiktok.com/community-guidelines,200,IANKL2DMWCK5D5L5M3BRK356CACMVU4C,91536,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-01-30 22:58:29,2021-01,2021
20210201180333,https://www.tiktok.com/community-guidelines,200,OO5I6SBNMA5TMAKS6GAJGRIXJVE5DYQZ,93256,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-02-01 18:03:33,2021-02,2021
20210207215325,https://www.tiktok.com/community-guidelines,200,RTOXC7IJPEABRWSRLI3GJSFLLM262CLW,93785,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-02-07 21:53:25,2021-02,2021
20210214001619,https://www.tiktok.com/community-guidelines,200,P5WRFRXLAZXMATFI5T2UDRKEK4JV4XMY,93771,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-02-14 00:16:19,2021-02,2021
20210219111129,https://www.tiktok.com/community-guidelines,200,7YNLK5LR5ZOZSCKDS3KEJJAKUM66V3VL,94295,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-02-19 11:11:29,2021-02,2021
20210228042014,https://www.tiktok.com/community-guidelines,200,2CS2OFRT2MPZ5JGZQKD5HCFAG2G7DZ3D,95249,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-02-28 04:20:14,2021-02,2021
20210301065347,https://www.tiktok.com/community-guidelines,200,H3C3VEJEUTQ7GWACJNOSP4XQZXDVZSES,93022,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-03-01 06:53:47,2021-03,2021
20210310233535,https://www.tiktok.com/community-guidelines,200,WJOX3HHAJDZOPUCHVPUM7Z3BEX5DRVKQ,103285,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-03-10 23:35:35,2021-03,2021
20210317215143,https://www.tiktok.com/community-guidelines,200,FRG3GM4ASIANQZQJD34CU7BIF5GLE4WF,103335,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-03-17 21:51:43,2021-03,2021
20210325062756,https://www.tiktok.com/community-guidelines,200,B7E6GP5FIYYECER4SNMYYBLAKBKZ4LSV,103807,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-03-25 06:27:56,2021-03,2021
20210331233754,https://www.tiktok.com/community-guidelines,200,35B6U7CWFNL5XJDGOJPXXZVQYWV6AERJ,121015,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-03-31 23:37:54,2021-03,2021
20210401005612,https://www.tiktok.com/community-guidelines,200,FO2IICWFXMVUWR2R72EO42XIZV7DYVTM,121003,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-04-01 00:56:12,2021-04,2021
20210403033601,https://www.tiktok.com/community-guidelines,200,BJLP25HVFL73MIZB6GU5FF5YZFDIUKBM,121001,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-04-03 03:36:01,2021-04,2021
20210406181016,https://www.tiktok.com/community-guidelines,200,P5CAG26APYROJFRIQLWEGB7UBOWBMAYG,121039,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-04-06 18:10:16,2021-04,2021
20210409010114,https://www.tiktok.com/community-guidelines,200,C5MKOXOXIMWGXA55RRWEHSWWHYK2W6Q4,121034,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-04-09 01:01:14,2021-04,2021
20210430032115,https://www.tiktok.com/community-guidelines,200,CFXT6KEPWYHSFBHXH6TJPWC6IVCLAUH6,120897,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-04-30 03:21:15,2021-04,2021
20210501001217,https://www.tiktok.com/community-guidelines,200,4VI4IOWPGI7GCVOYJ7GKFN53RKFTNX6G,124242,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-05-01 00:12:17,2021-05,2021
20210513133636,https://www.tiktok.com/community-guidelines,200,5I2IM2TDAWGDRNTNY37W6XSW36SHXYK2,121005,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-05-13 13:36:36,2021-05,2021
20210521045329,https://www.tiktok.com/community-guidelines,200,DIIQE7QMST5J3U5PHZUDI5A5U6FF644H,121000,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-05-21 04:53:29,2021-05,2021
20210527201009,https://www.tiktok.com/community-guidelines,200,74OJYAV4VOPFRJVAXI7DUYCKSYFD2LST,126509,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-05-27 20:10:09,2021-05,2021
20210601030023,https://www.tiktok.com/community-guidelines,200,SA5PC66WGOYMA7G7BSSTVVI54UVKV66J,126752,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-06-01 03:00:23,2021-06,2021
20210605161555,https://www.tiktok.com/community-guidelines,200,WSTG3NA6P7XKLY2AM5H6UVLWMHJBCHEX,127092,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-06-05 16:15:55,2021-06,2021
20210616035027,https://www.tiktok.com/community-guidelines,200,W7BMYXG64RJW4BRY46JZ6WC4KMFOI2LZ,126706,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-06-16 03:50:27,2021-06,2021
20210623044849,https://www.tiktok.com/community-guidelines,200,EOEI3R7YWCY6374WQFK5HUTNP32XDWFJ,127399,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-06-23 04:48:49,2021-06,2021
20210630220535,https://www.tiktok.com/community-guidelines,200,BLUJFKIMJL2RHVPRUAOI5VRP6GB27HFR,124025,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-06-30 22:05:35,2021-06,2021
20210701130542,https://www.tiktok.com/community-guidelines,200,WPWSCGHJN3UEXYOYFKVEGGER3ZXKYLFJ,124128,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-07-01 13:05:42,2021-07,2021
20210709210054,https://www.tiktok.com/community-guidelines,200,SST2MNL7EXQ7QRITOANR5FMZLDH5VTNR,124413,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-07-09 21:00:54,2021-07,2021
20210722150313,https://www.tiktok.com/community-guidelines,200,G6ZFIBUAWBSF7RFBCVUJKDMBSLNKNDXM,128163,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-07-22 15:03:13,2021-07,2021
20210723204241,https://www.tiktok.com/community-guidelines,200,VLKEWRGAFFAWVA4CVJBOJGTAZMAGOARC,127884,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-07-23 20:42:41,2021-07,2021
20210731130100,https://www.tiktok.com/community-guidelines,200,5OR5CJVIA2K6WWOBFXZETGA2SYUJXPRA,128176,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-07-31 13:01:00,2021-07,2021
20210804003900,https://www.tiktok.com/community-guidelines,200,IDFFTAJ7PY3DN5INKX5PMBJCUTDVZ7LU,128213,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-08-04 00:39:00,2021-08,2021
20210809193945,https://www.tiktok.com/community-guidelines,200,I44VCHZR47S3OWPDCUI55ZQG4KI2NPPH,128121,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-08-09 19:39:45,2021-08,2021
20210815073749,https://www.tiktok.com/community-guidelines,200,446O3FA7N3BBCR7HICAQ47ALAE3RINMD,138574,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-08-15 07:37:49,2021-08,2021
20210825015502,https://www.tiktok.com/community-guidelines,200,DSB6E3TJV6622EN7IYXF7BBONANJJ6IU,134934,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-08-25 01:55:02,2021-08,2021
20210831091434,https://www.tiktok.com/community-guidelines,200,OQTHTTL3R23IWUXI3Q2KV3S5CSG7L3PQ,141458,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-08-31 09:14:34,2021-08,2021
20210903001708,https://www.tiktok.com/community-guidelines,200,XBI4DEIWHIHNLQ7I7RQXDMO6ELNHTHUX,141661,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-09-03 00:17:08,2021-09,2021
20210912005102,https://www.tiktok.com/community-guidelines,200,ORDVD6NX57KMW5VLXSTJPSLFATUUB32J,141783,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-09-12 00:51:02,2021-09,2021
20210917021038,https://www.tiktok.com/community-guidelines,200,C22OUXWFDCITOS7P4XX2S7SHUGRTD6P6,139425,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-09-17 02:10:38,2021-09,2021
20210924020915,https://www.tiktok.com/community-guidelines,200,BKVLTP3HJ3C3HPKEIZTQ2W43G2WC6L7Y,143658,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-09-24 02:09:15,2021-09,2021
20210930221900,https://www.tiktok.com/community-guidelines,200,P4V2EKGGFVOWP62NDAKFTABHAH44PJV5,139420,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-09-30 22:19:00,2021-09,2021
20211001002832,https://www.tiktok.com/community-guidelines,200,ZD4FVVV3NFP4GT5SIXFNUSNRKQU3DC2P,143722,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-10-01 00:28:32,2021-10,2021
20211006045946,https://www.tiktok.com/community-guidelines,200,FI4GAWWMFWF4G3LRS3JKHYN55NYQFXRS,144117,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-10-06 04:59:46,2021-10,2021
20211015012630,https://www.tiktok.com/community-guidelines,200,TUDWZDJD2YD2UREDV3PVRANJWV2K4YPG,144017,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-10-15 01:26:30,2021-10,2021
20211021093716,https://www.tiktok.com/community-guidelines,200,EU52Y2XPSRSDTQOJNXI6BWQGRON3QTSB,140970,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-10-21 09:37:16,2021-10,2021
20211030075517,https://www.tiktok.com/community-guidelines,200,JI5BIP5S4QKSWCOZIGHDAMOI36AZEBFX,141378,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-10-30 07:55:17,2021-10,2021
20211102030216,https://www.tiktok.com/community-guidelines,200,ODLEZMQMDT5BR3KYLJOIM5UVILB7IW5D,145748,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-11-02 03:02:16,2021-11,2021
20211109222230,https://www.tiktok.com/community-guidelines,200,XFBPS7A6WTG6UBXO3XX7RT3QD5Z4KOPK,141427,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-11-09 22:22:30,2021-11,2021
20211117063629,https://www.tiktok.com/community-guidelines,200,2IJM7O3HT7MGH3URC4U5QKC4KCERQETW,146028,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-11-17 06:36:29,2021-11,2021
20211121093725,https://www.tiktok.com/community-guidelines,200,5CLFNJUJJ23HBMTL5SX3TWLUNIX3TPUS,146398,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-11-21 09:37:25,2021-11,2021
20211130213911,https://www.tiktok.com/community-guidelines,200,6FYZIBZYHFMTV7JKVGEOXW6ZED3RO3HN,146882,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-11-30 21:39:11,2021-11,2021
20211201011838,https://www.tiktok.com/community-guidelines,200,W6DIX23P3J4424FUI5REVXBWVXKZ35G3,147015,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-12-01 01:18:38,2021-12,2021
20211210021458,https://www.tiktok.com/community-guidelines,200,3AXFJESFHGU7YX6TEAAVL6VUUJEO6GFI,148473,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-12-10 02:14:58,2021-12,2021
20211216024934,https://www.tiktok.com/community-guidelines,200,EBGREFWMAKX55Y2QNIWSMYTDPR3MNQIW,148504,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-12-16 02:49:34,2021-12,2021
20211217125237,https://www.tiktok.com/community-guidelines,200,EFZ6AS73QT4ZIQBC7NYQ4UXYL52NEV3O,148459,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-12-17 12:52:37,2021-12,2021
20211224100642,https://www.tiktok.com/community-guidelines,200,WA6JMJVM725K6O2SRXBDG7UGTFIOGRZS,149422,text/html,CG,主站根页面,tiktok.com/community-guidelines,2021-12-24 10:06:42,2021-12,2021
